"Taux de référence des bons du Trésor"
"En millions de dirhams"
"Date d'échéance";Transaction;"Taux moyen pondéré";"Date de la valeur"
15/09/2025;0,00;"2,110 %";02/09/2025
20/10/2025;0,00;"2,170 %";02/09/2025
19/01/2026;0,00;"2,190 %";29/08/2025
20/04/2026;0,00;"2,200 %";02/09/2025
15/03/2027;0,00;"2,210 %";29/08/2025
15/04/2030;0,00;"2,380 %";29/08/2025
14/10/2030;0,00;"2,410 %";29/08/2025
18/06/2035;0,00;"2,720 %";29/08/2025
16/07/2040;0,00;"3,060 %";02/09/2025
21/08/2045;0,00;"3,290 %";02/09/2025
19/04/2055;0,00;"3,730 %";29/08/2025
Total;0,00;;
