"Taux de référence des bons du Trésor"
"En millions de dirhams"
"Date d'échéance";Transaction;"Taux moyen pondéré";"Date de la valeur"
16/03/2026;0,00;"2,250 %";22/12/2025
18/05/2026;0,00;"2,260 %";22/12/2025
14/09/2026;0,00;"2,270 %";22/12/2025
15/03/2027;0,00;"2,370 %";22/12/2025
15/04/2030;0,00;"2,560 %";22/12/2025
14/04/2031;0,00;"2,610 %";22/12/2025
18/06/2035;0,00;"2,910 %";22/12/2025
18/07/2039;0,00;"3,230 %";22/12/2025
14/08/2045;0,00;"3,450 %";22/12/2025
19/04/2055;0,00;"3,850 %";22/12/2025
Total;0,00;;
