"Taux de référence des bons du Trésor"
"En millions de dirhams"
"Date d'échéance";Transaction;"Taux moyen pondéré";"Date de la valeur"
19/01/2026;0,00;"2,230 %";04/12/2025
16/03/2026;0,00;"2,300 %";04/12/2025
14/09/2026;0,00;"2,330 %";04/12/2025
15/03/2027;0,00;"2,470 %";04/12/2025
15/05/2028;0,00;"2,520 %";04/12/2025
14/04/2031;0,00;"2,760 %";04/12/2025
18/06/2035;0,00;"3,050 %";04/12/2025
18/07/2039;0,00;"3,300 %";04/12/2025
14/08/2045;0,00;"3,440 %";04/12/2025
19/04/2055;0,00;"3,850 %";04/12/2025
Total;0,00;;
