"Taux de référence des bons du Trésor"
"En millions de dirhams"
"Date d'échéance";Transaction;"Taux moyen pondéré";"Date de la valeur"
06/06/2020;212,89;"2,077 %";18/05/2020
10/08/2020;100,02;"2,090 %";15/05/2020
05/09/2020;39,13;"2,114 %";18/05/2020
19/04/2021;66,32;"2,210 %";15/05/2020
18/10/2021;77,20;"2,273 %";18/05/2020
03/04/2023;101,48;"2,380 %";15/05/2020
19/06/2023;83,13;"2,395 %";15/05/2020
16/10/2023;118,30;"2,413 %";15/05/2020
15/04/2024;311,77;"2,420 %";15/05/2020
14/04/2025;687,19;"2,472 %";18/05/2020
18/06/2029;21,18;"2,800 %";15/05/2020
05/08/2030;441,19;"2,866 %";14/05/2020
18/07/2033;111,17;"2,949 %";18/05/2020
16/08/2038;30,84;"3,067 %";07/05/2020
14/02/2050;50,82;"3,774 %";29/04/2020
Total;"2 452,63";;
