"Taux de référence des bons du Trésor"
"En millions de dirhams"
"Date d'échéance";Transaction;"Taux moyen pondéré";"Date de la valeur"
15/09/2025;0,00;"2,140 %";13/08/2025
17/11/2025;0,00;"2,180 %";13/08/2025
16/03/2026;0,00;"2,210 %";13/08/2025
15/03/2027;0,00;"2,220 %";13/08/2025
15/04/2030;0,00;"2,380 %";13/08/2025
14/04/2031;0,00;"2,440 %";18/08/2025
18/06/2035;0,00;"2,720 %";13/08/2025
16/07/2040;0,00;"3,070 %";18/08/2025
14/08/2045;0,00;"3,330 %";13/08/2025
19/04/2055;0,00;"3,730 %";13/08/2025
Total;0,00;;
