"Taux de référence des bons du Trésor"
"En millions de dirhams"
"Date d'échéance";Transaction;"Taux moyen pondéré";"Date de la valeur"
18/05/2026;0,00;"2,250 %";09/03/2026
17/08/2026;0,00;"2,310 %";09/03/2026
14/09/2026;0,00;"2,340 %";09/03/2026
15/03/2027;0,00;"2,430 %";09/03/2026
15/04/2030;0,00;"2,830 %";09/03/2026
14/04/2031;0,00;"2,890 %";09/03/2026
18/06/2035;0,00;"3,080 %";09/03/2026
18/07/2039;0,00;"3,300 %";09/03/2026
14/08/2045;0,00;"3,630 %";09/03/2026
19/04/2055;0,00;"4,010 %";09/03/2026
Total;0,00;;
