"Taux de référence des bons du Trésor"
"En millions de dirhams"
"Date d'échéance";Transaction;"Taux moyen pondéré";"Date de la valeur"
20/03/2023;258,98;"2,077 %";29/09/2022
03/04/2023;52,66;"2,154 %";29/09/2022
17/07/2023;49,86;"2,460 %";29/09/2022
18/09/2023;146,84;"2,263 %";29/09/2022
16/10/2023;154,75;"2,310 %";29/09/2022
18/03/2024;231,60;"2,323 %";29/09/2022
05/04/2024;37,93;"2,406 %";29/09/2022
15/07/2024;485,98;"2,549 %";29/09/2022
16/09/2024;69,73;"2,536 %";29/09/2022
14/10/2024;102,63;"2,530 %";29/09/2022
03/10/2025;89,45;"2,469 %";29/09/2022
20/10/2025;214,75;"2,467 %";29/09/2022
20/04/2026;102,52;"2,542 %";29/09/2022
19/10/2026;216,64;"2,614 %";29/09/2022
19/04/2027;49,70;"2,679 %";29/09/2022
17/05/2027;118,57;"2,677 %";29/09/2022
14/06/2027;22,22;"2,866 %";29/09/2022
16/04/2029;348,71;"2,920 %";29/09/2022
18/06/2029;253,00;"2,942 %";29/09/2022
06/08/2029;194,63;"2,998 %";29/09/2022
17/06/2030;79,02;"3,010 %";29/09/2022
18/07/2031;101,39;"3,100 %";29/09/2022
04/12/2036;59,17;"3,390 %";29/09/2022
19/02/2046;42,99;"3,658 %";29/09/2022
14/02/2050;177,74;"3,653 %";29/09/2022
20/02/2051;124,04;"3,610 %";29/09/2022
17/10/2022;348,80;"2,050 %";28/09/2022
Total;"4 134,30";;
