"Taux de référence des bons du Trésor"
"En millions de dirhams"
"Date d'échéance";Transaction;"Taux moyen pondéré";"Date de la valeur"
17/11/2025;0,00;"2,160 %";15/10/2025
19/01/2026;0,00;"2,200 %";15/10/2025
14/09/2026;0,00;"2,240 %";15/10/2025
15/03/2027;0,00;"2,310 %";15/10/2025
15/04/2030;0,00;"2,540 %";15/10/2025
14/04/2031;0,00;"2,610 %";20/10/2025
18/06/2035;0,00;"2,830 %";15/10/2025
16/07/2040;0,00;"3,110 %";20/10/2025
14/08/2045;0,00;"3,340 %";15/10/2025
19/04/2055;0,00;"3,770 %";15/10/2025
Total;0,00;;
